,model,ELWP,mkg,Dmax,Rgyr,ar,riming,Xa,Xs,Xb,Xe,Ua,Us,Ub,Ue,Aa,As,Ab,Ae,Wa,Ws,Wb,We
163,B,2.0,3.172603e-05,0.008193632,,,0.9896258,2.4686509999999996e-09,1.822578e-07,2.407789e-07,,4.9877040000000005e-09,6.497126e-07,7.529959000000001e-07,,3.982076e-08,1.044733e-05,1.6743459999999998e-06,,3.151654e-07,6.561385e-05,2.557151e-06,
164,B,2.0,1.845116e-05,0.006380091,,,0.9939014000000002,1.4120150000000001e-09,6.434808e-08,9.010185e-08,,2.83719e-09,2.401427e-07,3.1383509999999997e-07,,2.22022e-08,5.123859e-06,1.360416e-06,,1.70735e-07,3.683402e-05,1.429486e-06,
165,B,2.0,0.0001256973,0.01843283,,,0.9866949,1.0196319999999999e-08,2.03066e-06,2.2447280000000002e-06,,2.012279e-08,5.248949e-06,3.655245e-06,,1.6037289999999998e-07,5.3837930000000004e-05,1.271315e-06,,1.254183e-06,0.0002668055,3.821209e-06,
166,B,2.0,0.000110222,0.01501624,,,0.9840189,8.841199e-09,1.726451e-06,1.948632e-06,,1.737923e-08,4.742633e-06,3.578347e-06,,1.312776e-07,4.323419e-05,5.733478e-06,,1.04663e-06,0.00024186669999999997,3.863936e-06,
167,B,2.0,0.0001437731,0.01870144,,,0.9852985999999999,1.1847190000000001e-08,2.764905e-06,3.5121480000000003e-06,,2.3015220000000002e-08,7.05761e-06,6.712491e-06,,1.7839779999999997e-07,6.183550999999999e-05,9.076914e-07,,1.303551e-06,0.0002972248,1.864664e-05,
168,B,2.0,0.0001386305,0.01694761,,,0.9851418,1.111475e-08,2.348081e-06,1.999139e-06,,2.20344e-08,5.924953000000001e-06,1.875221e-06,,1.805358e-07,6.470529e-05,2.138976e-06,,1.435349e-06,0.0002790181,3.862592e-06,
169,B,2.0,0.00010023680000000001,0.0143872,,,0.983762,7.934279000000001e-09,1.410357e-06,1.4491309999999998e-06,,1.566155e-08,3.91695e-06,2.463754e-06,,1.200329e-07,3.925914e-05,3.506311e-06,,9.741452e-07,0.0002198218,4.7738379999999995e-05,
170,B,2.0,0.0001289763,0.01675483,,,0.9837256999999999,1.0327469999999998e-08,2.106969e-06,1.9145240000000003e-06,,2.0330939999999996e-08,5.395703e-06,2.4291319999999998e-06,,1.532246e-07,4.9055959999999996e-05,1.004786e-06,,1.337017e-06,0.0002862129,1.045219e-06,
171,B,2.0,0.0001039685,0.01479264,,,0.9839165000000001,8.224230999999999e-09,1.450394e-06,1.300171e-06,,1.643556e-08,3.984239e-06,1.6955189999999998e-06,,1.370382e-07,4.893864e-05,6.963936e-06,,1.071661e-06,0.0002323611,8.057245000000001e-06,
172,B,2.0,0.00012061190000000001,0.01591169,,,0.9857083000000001,9.791129999999998e-09,1.93042e-06,1.888784e-06,,1.935232e-08,5.052106e-06,2.923965e-06,,1.4783029999999997e-07,5.277680999999999e-05,3.914907e-06,,1.0952e-06,0.0002475771,2.921754e-06,
173,B,2.0,3.869436e-05,0.009598894,,,0.9920581,2.951389e-09,2.537293e-07,3.195266e-07,,5.955651999999999e-09,8.689753e-07,9.04327e-07,,4.939139e-08,1.3307979999999997e-05,7.330289e-07,,4.1817630000000003e-07,9.373281999999999e-05,5.2915020000000006e-06,
174,B,2.0,2.5221779999999998e-05,0.0076644140000000005,,,0.9914235999999998,1.9145050000000003e-09,1.1355930000000001e-07,1.473244e-07,,3.852483e-09,4.0709379999999994e-07,4.5310090000000004e-07,,3.187481e-08,7.607223e-06,1.8565270000000002e-07,,2.435958e-07,5.3857790000000004e-05,1.925879e-06,
175,B,2.0,0.0001175147,0.01568421,,,0.9856457000000001,9.447839e-09,1.948509e-06,2.3334170000000002e-06,,1.846199e-08,5.202762e-06,4.441203e-06,,1.426149e-07,4.7205529999999996e-05,2.248231e-05,,1.191361e-06,0.0002599349,2.1390270000000003e-06,
176,B,2.0,0.000132036,0.01622894,,,0.9856687,1.0774019999999999e-08,2.24662e-06,1.915938e-06,,2.132847e-08,5.765411e-06,1.6883709999999998e-06,,1.634226e-07,6.114725e-05,2.268467e-06,,1.283707e-06,0.0002724102,5.809057e-06,
177,B,2.0,0.00010689799999999999,0.0143519,,,0.9841509,8.521904e-09,1.5104329999999998e-06,1.2594440000000001e-06,,1.6956060000000002e-08,4.110218e-06,1.585773e-06,,1.362193e-07,4.767999e-05,1.325015e-05,,1.047619e-06,0.0002278975,3.2769600000000003e-06,
178,B,2.0,0.0001251919,0.01789336,,,0.9857085999999999,1.02912e-08,2.10863e-06,2.21644e-06,,2.030585e-08,5.487489e-06,3.0677640000000004e-06,,1.574393e-07,5.5101580000000006e-05,4.833279e-06,,1.338857e-06,0.000284171,1.0827260000000001e-05,
179,B,2.0,0.0001644498,0.02112459,,,0.9860068999999999,1.2997350000000001e-08,2.7030270000000003e-06,2.083277e-06,,2.591621e-08,6.37154e-06,1.881353e-06,,2.087937e-07,8.044174e-05,1.603078e-05,,1.543501e-06,0.0003262241,4.026814e-06,
180,B,2.0,0.00013968879999999998,0.01671162,,,0.9847298000000001,1.113532e-08,2.3492850000000003e-06,1.967072e-06,,2.213934e-08,6.046047e-06,2.782237e-06,,1.7961579999999997e-07,6.410516e-05,1.806772e-05,,1.319915e-06,0.0002737315,1.701631e-06,
181,B,2.0,0.0001346535,0.01578962,,,0.9832582000000001,1.073375e-08,2.2059350000000003e-06,1.542637e-06,,2.1361630000000004e-08,5.679806e-06,1.03591e-06,,1.6477629999999997e-07,6.358314e-05,1.587491e-08,,1.275288e-06,0.0002751181,3.17659e-05,
182,B,2.0,0.0001346817,0.01722059,,,0.9839399,1.094865e-08,2.448543e-06,2.977843e-06,,2.121099e-08,6.206583e-06,5.180483000000001e-06,,1.616185e-07,5.1885730000000006e-05,3.0569900000000003e-06,,1.295043e-06,0.00028124650000000003,1.1693219999999998e-05,
183,B,2.0,0.0001276556,0.01664999,,,0.9835174000000001,1.0553200000000001e-08,2.225145e-06,2.149742e-06,,2.0874599999999995e-08,5.892816e-06,2.8116000000000003e-06,,1.6626179999999997e-07,5.876723000000001e-05,6.2516989999999996e-06,,1.337807e-06,0.0002716335,4.55359e-06,
184,B,2.0,0.0001431992,0.02007621,,,0.9852605999999999,1.155087e-08,2.5753820000000003e-06,3.023111e-06,,2.257921e-08,6.4019000000000005e-06,5.14173e-06,,1.6371939999999998e-07,5.6244809999999995e-05,2.493422e-06,,1.3544630000000002e-06,0.00028630560000000003,2.9914790000000003e-05,
185,B,2.0,1.5220970000000002e-05,0.00631626,,,0.9926457000000001,1.150292e-09,4.3013e-08,5.8055120000000005e-08,,2.30303e-09,1.591389e-07,1.9307510000000002e-07,,1.9457810000000004e-08,3.8109829999999998e-06,8.387385e-07,,1.695325e-07,3.485991e-05,1.734488e-06,
186,B,2.0,2.937383e-05,0.00796445,,,0.9921426,2.198226e-09,1.4762939999999997e-07,1.840289e-07,,4.432062e-09,5.175124999999999e-07,5.267527e-07,,3.8497480000000005e-08,9.631555e-06,1.566286e-06,,3.3446649999999996e-07,6.880371000000001e-05,2.829092e-06,
187,B,2.0,0.0001136089,0.01605255,,,0.9855280999999999,9.315253e-09,1.870503e-06,2.185382e-06,,1.8338589999999998e-08,5.114473e-06,4.125649e-06,,1.427819e-07,4.886183e-05,5.317446e-06,,1.208162e-06,0.00025335669999999996,1.660875e-05,
188,B,2.0,0.0001295042,0.0161462,,,0.9843166999999999,1.06595e-08,2.348605e-06,2.6296570000000003e-06,,2.086582e-08,6.2228020000000004e-06,4.586875999999999e-06,,1.5747179999999998e-07,5.359611e-05,3.284325e-07,,1.208096e-06,0.0002739886,4.793309e-07,
189,B,2.0,0.0001328148,0.01637152,,,0.9837186,1.0462879999999999e-08,2.204209e-06,1.981798e-06,,2.0624159999999998e-08,5.615666e-06,2.251069e-06,,1.654797e-07,5.8485209999999994e-05,1.0939000000000001e-05,,1.4599799999999999e-06,0.000280827,3.543114e-06,
190,B,2.0,0.00011215469999999999,0.01611765,,,0.9841791999999999,9.193932e-09,1.908445e-06,2.541535e-06,,1.801838e-08,5.3988689999999995e-06,5.9398400000000005e-06,,1.2805949999999998e-07,4.236919e-05,1.10734e-06,,1.053362e-06,0.00024433580000000004,7.963739e-07,
191,B,2.0,0.0001421829,0.01948606,,,0.9852993,1.1652149999999999e-08,2.612803e-06,3.230626e-06,,2.2611380000000002e-08,6.3399049999999996e-06,5.058639e-06,,1.736006e-07,5.486843000000001e-05,7.848444e-06,,1.4913880000000001e-06,0.0003042084,2.80519e-05,
192,B,2.0,0.0001490195,0.01829992,,,0.9841489,1.2350780000000002e-08,3.044579e-06,4.019512e-06,,2.367378e-08,7.581889e-06,8.551488e-06,,1.769857e-07,5.770273e-05,2.211362e-05,,1.472336e-06,0.0003008134,1.2286130000000001e-05,
193,B,2.0,0.0001245833,0.01900021,,,0.9849324,1.008943e-08,2.049725e-06,2.593752e-06,,1.9665549999999998e-08,5.268305e-06,5.147192e-06,,1.47783e-07,4.819641e-05,6.825743e-06,,1.2356699999999999e-06,0.00027178069999999997,1.504131e-05,
194,B,2.0,0.0001426446,0.01809351,,,0.9843806999999999,1.124117e-08,2.11848e-06,8.594491999999999e-07,,2.2829349999999998e-08,5.501532999999999e-06,1.5139920000000003e-07,,1.900872e-07,7.492465000000001e-05,5.233850999999999e-06,,1.5907759999999998e-06,0.000273337,2.754735e-05,
195,B,2.0,2.845302e-05,0.008086771999999999,,,0.9897066999999999,2.224758e-09,1.452821e-07,1.79779e-07,,4.4906190000000005e-09,5.111599e-07,5.133741e-07,,3.898975e-08,9.815953e-06,1.086305e-06,,3.2658459999999996e-07,6.927532e-05,2.585967e-06,
196,B,2.0,2.228529e-05,0.0068909190000000006,,,0.9911438,1.6689310000000003e-09,8.908716000000001e-08,1.18657e-07,,3.359443e-09,3.244931e-07,3.8203070000000004e-07,,2.799542e-08,6.4489e-06,3.907345e-08,,2.253366e-07,4.98291e-05,2.837997e-06,
197,B,2.0,1.883392e-05,0.006729191,,,0.9929505999999999,1.434922e-09,6.622371e-08,9.088585999999999e-08,,2.88763e-09,2.458569e-07,3.096159e-07,,2.341199e-08,5.429506e-06,1.642601e-06,,2.006378e-07,4.208999e-05,5.839564000000001e-06,
198,B,2.0,1.253389e-05,0.005582578,,,0.9927213,9.204031e-10,2.887464e-08,3.98607e-08,,1.838235e-09,1.0830160000000002e-07,1.3749270000000002e-07,,1.539921e-08,2.897355e-06,7.025315000000001e-07,,1.3230710000000001e-07,2.795051e-05,1.871207e-06,
199,B,2.0,0.0001081586,0.01466408,,,0.9830380999999999,8.705086999999999e-09,1.706651e-06,1.892945e-06,,1.725841e-08,4.826046e-06,3.6142970000000004e-06,,1.313942e-07,4.8680230000000004e-05,1.014163e-05,,1.031789e-06,0.0002403386,1.672404e-05,
200,B,2.0,0.0001310274,0.01854813,,,0.9849068999999999,1.0816829999999999e-08,2.273881e-06,2.8141300000000003e-06,,2.126781e-08,5.8423969999999995e-06,5.292342999999999e-06,,1.682536e-07,5.6657759999999995e-05,6.4618629999999995e-06,,1.320506e-06,0.000282112,3.802679e-06,
201,B,2.0,0.0001512485,0.01965118,,,0.9852165,1.225025e-08,2.830304e-06,3.160686e-06,,2.3944369999999998e-08,6.886771e-06,4.633026e-06,,1.80509e-07,6.465573000000001e-05,8.093297e-08,,1.565259e-06,0.000320907,3.3447070000000005e-05,
202,B,2.0,0.0001272821,0.01554297,,,0.9842581,1.027069e-08,2.153043e-06,2.071415e-06,,2.017152e-08,5.5938909999999995e-06,2.824208e-06,,1.5192629999999998e-07,5.597017e-05,7.143968e-06,,1.21272e-06,0.0002640003,1.336307e-05,
203,B,2.0,0.0001354901,0.01674911,,,0.9828276,1.09676e-08,2.321453e-06,2.311944e-06,,2.1398549999999997e-08,5.78243e-06,2.754837e-06,,1.636773e-07,5.279036e-05,3.711848e-06,,1.354489e-06,0.0003053016,1.3673110000000002e-05,
204,B,2.0,0.0001586457,0.01715524,,,0.9838674000000001,1.291131e-08,2.974607e-06,2.2891139999999998e-06,,2.559915e-08,7.419603e-06,2.87807e-06,,2.037841e-07,8.245386000000001e-05,3.17086e-05,,1.669749e-06,0.0003219391,1.8179779999999997e-05,
205,B,2.0,3.470529000000001e-05,0.008420882,,,0.9910049000000001,2.656436e-09,2.103642e-07,2.713428e-07,,5.365995e-09,7.370425999999999e-07,8.067904e-07,,4.474163e-08,1.160655e-05,1.909938e-06,,3.796454e-07,8.406763000000001e-05,1.098756e-06,
206,B,2.0,0.00011604149999999999,0.01469017,,,0.9832687,9.333806999999999e-09,1.864083e-06,1.919527e-06,,1.835764e-08,5.000516e-06,2.987704e-06,,1.4195589999999999e-07,4.6785519999999996e-05,8.679680000000001e-07,,1.1169490000000001e-06,0.0002491082,2.225455e-05,
207,B,2.0,0.0001285511,0.01709557,,,0.9835231,1.044893e-08,2.2339099999999998e-06,2.7295900000000002e-06,,2.0288840000000002e-08,5.687258000000001e-06,5.01891e-06,,1.5067770000000002e-07,5.004494000000001e-05,2.13953e-06,,1.136895e-06,0.0002615047,2.638676e-05,
208,B,2.0,0.00013106280000000002,0.01681208,,,0.9840180000000001,1.0791409999999999e-08,2.2713759999999997e-06,2.506953e-06,,2.1047060000000002e-08,5.725357e-06,4.179522e-06,,1.659057e-07,5.23105e-05,1.273952e-05,,1.3178800000000002e-06,0.000274041,3.9668340000000004e-05,
209,B,2.0,0.0001487893,0.01959926,,,0.9862953999999999,1.207633e-08,2.856735e-06,3.657469e-06,,2.343031e-08,7.135811e-06,6.987886e-06,,1.8123379999999998e-07,6.0500950000000006e-05,3.037806e-06,,1.401431e-06,0.0003076361,7.263066e-06,
210,B,2.0,0.00010087870000000001,0.01286774,,,0.9807224,8.134177e-09,1.471804e-06,1.377648e-06,,1.625293e-08,4.184869e-06,2.02572e-06,,1.290677e-07,4.7763869999999996e-05,6.553199999999999e-07,,9.892628000000002e-07,0.00021678,2.807219e-05,
211,B,2.0,0.00014856209999999998,0.01848658,,,0.9845215,1.19677e-08,2.778854e-06,3.107901e-06,,2.3297110000000002e-08,6.814325e-06,4.955377e-06,,1.7441020000000002e-07,5.946154e-05,6.172639e-06,,1.3510239999999999e-06,0.0003134275,6.178555e-06,
212,B,2.0,0.0001314825,0.01568799,,,0.9834674999999999,1.091213e-08,2.524071e-06,3.063424e-06,,2.129858e-08,6.825783e-06,6.507786999999999e-06,,1.61863e-07,5.796625e-05,8.723072e-06,,1.249322e-06,0.00027243119999999997,9.418349e-05,
213,B,2.0,0.0001466542,0.01681257,,,0.9823199,1.196002e-08,2.7571859999999997e-06,2.7172770000000002e-06,,2.331135e-08,6.787890999999999e-06,3.516379e-06,,1.853432e-07,6.50977e-05,7.932134999999999e-06,,1.615641e-06,0.0003127933,1.997353e-05,
214,B,2.0,0.00015843200000000002,0.01806001,,,0.984801,1.2569440000000001e-08,2.5127010000000003e-06,1.08217e-06,,2.5626259999999997e-08,6.6278290000000005e-06,1.860129e-06,,1.945167e-07,7.614904000000001e-05,1.491569e-05,,1.6387180000000002e-06,0.0003296958,4.2896949999999996e-05,
215,B,2.0,0.0001323587,0.01559004,,,0.9836948,1.087898e-08,2.433341e-06,2.672572e-06,,2.12473e-08,6.350257e-06,4.6454500000000006e-06,,1.6618189999999998e-07,6.0353359999999994e-05,2.840305e-06,,1.229259e-06,0.00026612740000000004,3.926665e-05,
216,B,2.0,0.00015344030000000002,0.01842293,,,0.9836879000000001,1.2283740000000001e-08,2.8960539999999997e-06,3.1288490000000003e-06,,2.396824e-08,7.1228409999999995e-06,4.496560999999999e-06,,1.8109379999999998e-07,6.797829000000001e-05,1.3229279999999999e-05,,1.3579990000000001e-06,0.00031537810000000004,8.366792e-06,
217,B,2.0,4.705197e-05,0.009931079,,,0.9904513,3.765259e-09,3.821116e-07,4.75739e-07,,7.557286e-09,1.262043e-06,1.256397e-06,,5.994601000000001e-08,1.7418010000000002e-05,8.460697e-06,,4.79281e-07,9.820853000000002e-05,1.0856480000000002e-05,
218,B,2.0,2.257317e-05,0.007226059,,,0.9917739999999999,1.698905e-09,9.144660999999999e-08,1.1964769999999998e-07,,3.426158e-09,3.323147e-07,3.7778359999999997e-07,,2.941678e-08,6.891852e-06,6.542591e-07,,2.557647e-07,5.318501e-05,2.96011e-06,
219,B,2.0,3.13759e-05,0.008318581,,,0.9921390999999999,2.4529360000000004e-09,1.7772029999999998e-07,2.302863e-07,,4.954948e-09,6.297636e-07,7.000494e-07,,4.082152e-08,1.053577e-05,1.430489e-06,,3.0759399999999997e-07,6.866284e-05,1.4323650000000001e-06,
220,B,2.0,0.00012144139999999999,0.01552028,,,0.9821295,9.674975000000001e-09,1.983826e-06,1.931465e-06,,1.899367e-08,5.2459829999999996e-06,2.679262e-06,,1.4286829999999998e-07,4.9417690000000006e-05,1.450336e-05,,1.177171e-06,0.0002635461,1.6648879999999998e-05,
221,B,2.0,0.0001859005,0.01924144,,,0.9838776,1.489464e-08,3.5987830000000003e-06,2.455661e-06,,2.9117000000000002e-08,8.145462e-06,7.775348000000001e-07,,2.260276e-07,7.831211e-05,9.545763e-06,,1.922367e-06,0.0003951078,2.05417e-05,
222,B,2.0,0.00013386,0.01643116,,,0.9846845999999999,1.089993e-08,2.344598e-06,2.345952e-06,,2.151885e-08,6.083984e-06,3.864228e-06,,1.651004e-07,6.021017e-05,6.99978e-06,,1.310661e-06,0.0002810737,2.0592190000000002e-05,
223,B,2.0,0.0001336381,0.01696933,,,0.9818416,1.082549e-08,2.4412770000000002e-06,2.651599e-06,,2.123234e-08,6.499562e-06,4.39571e-06,,1.5548679999999998e-07,5.8720340000000004e-05,1.893442e-06,,1.1093470000000001e-06,0.00026724,1.4439489999999999e-05,
224,B,2.0,0.0001511105,0.01903842,,,0.9844761999999999,1.2214479999999999e-08,2.8349110000000003e-06,3.604778e-06,,2.3559240000000003e-08,6.7956449999999995e-06,6.271137e-06,,1.856128e-07,5.978823e-05,4.847704e-06,,1.5309350000000001e-06,0.0003322888,2.004866e-05,
225,B,2.0,0.0001255766,0.01594327,,,0.9829921999999999,9.865462e-09,1.932271e-06,1.495172e-06,,1.9607689999999996e-08,4.98905e-06,1.3996190000000002e-06,,1.613403e-07,5.9867399999999995e-05,2.873188e-06,,1.362081e-06,0.0002644363,8.898148000000001e-05,
226,B,2.0,3.923335e-05,0.009409055,,,0.9908513000000001,3.169871e-09,2.874336e-07,3.9764109999999997e-07,,6.414266e-09,1.018117e-06,1.295263e-06,,4.800509e-08,1.3018260000000001e-05,2.164507e-06,,3.7677820000000005e-07,8.537552e-05,3.1013759999999997e-07,
227,B,2.0,2.889034e-05,0.007880523,,,0.9913734000000001,2.238373e-09,1.5311370000000003e-07,2.058483e-07,,4.5246249999999996e-09,5.538342e-07,6.657888e-07,,3.539574e-08,9.399676e-06,2.75019e-07,,2.7068829999999997e-07,6.176873999999999e-05,1.1091679999999999e-06,
228,B,2.0,1.621641e-05,0.006226204,,,0.9914219999999999,1.251875e-09,5.066625e-08,7.100125999999999e-08,,2.515655e-09,1.9065520000000002e-07,2.498235e-07,,2.029576e-08,4.607157e-06,1.559108e-06,,1.6883770000000002e-07,3.499078e-05,9.061798999999999e-06,
229,B,2.0,0.000130121,0.01487085,,,0.981798,1.060958e-08,2.3847989999999998e-06,2.597308e-06,,2.068965e-08,6.254593e-06,4.145589e-06,,1.505737e-07,5.345062e-05,1.594489e-06,,1.236276e-06,0.0002711154,4.023352e-06,
230,B,2.0,0.00013589450000000002,0.01587652,,,0.9828386,1.091e-08,2.286135e-06,1.7769630000000001e-06,,2.158223e-08,5.730236e-06,1.1864e-06,,1.654476e-07,6.029241e-05,9.074326e-06,,1.3744390000000001e-06,0.00029800169999999996,8.398438999999999e-06,
231,B,2.0,0.0001930536,0.02193354,,,0.9858896999999999,1.564783e-08,4.099645e-06,4.479949e-06,,3.031454e-08,9.259234e-06,4.4786059999999995e-06,,2.3386579999999997e-07,8.376380999999999e-05,1.669145e-05,,1.959186e-06,0.00038818120000000004,7.283528e-06,
232,B,2.0,0.0001244862,0.01519454,,,0.9808416999999999,1.00577e-08,2.09922e-06,2.03023e-06,,1.980495e-08,5.517252e-06,2.79092e-06,,1.557664e-07,5.517520000000001e-05,2.5388e-05,,1.350164e-06,0.00028237630000000003,9.466515000000001e-06,
233,B,2.0,0.0001406988,0.01761974,,,0.9841576,1.113636e-08,2.217392e-06,1.546669e-06,,2.21806e-08,5.7092319999999995e-06,1.403856e-06,,1.783052e-07,6.219191e-05,3.192713e-06,,1.462996e-06,0.0003004818,1.4288339999999998e-05,
234,B,2.0,7.431341999999999e-06,0.00468241,,,0.9959815999999999,5.709623e-10,1.1007850000000002e-08,1.598861e-08,,1.13079e-09,4.220332e-08,5.94116e-08,,9.205012e-09,1.507236e-06,1.345002e-06,,7.435719000000001e-08,1.3574479999999999e-05,1.747438e-07,
235,B,2.0,7.546568e-06,0.004573791,,,0.9970690999999999,5.673718e-10,1.1055709999999998e-08,1.5933680000000003e-08,,1.1231489999999999e-09,4.2214369999999996e-08,5.852831e-08,,9.142696999999999e-09,1.462068e-06,1.189089e-06,,7.865581e-08,1.408481e-05,2.341859e-06,
236,B,2.0,8.266786e-06,0.005232034,,,0.9963166999999999,6.371847e-10,1.3602030000000001e-08,1.9793060000000003e-08,,1.2634970000000001e-09,5.206658e-08,7.36476e-08,,1.017762e-08,1.79668e-06,1.6509610000000001e-06,,7.845521e-08,1.373139e-05,1.716534e-07,
237,B,2.0,5.249508e-06,0.003987581,,,0.9979995,3.883876e-10,5.337365e-09,7.788359999999999e-09,,7.65045e-10,2.052794e-08,2.916811e-08,,6.258024e-09,8.187739000000001e-07,8.149752e-07,,5.3940890000000004e-08,9.085829e-06,1.3752680000000002e-06,
238,B,2.0,2.656758e-06,0.0035182340000000003,,,0.9990945999999999,1.924543e-10,1.350746e-09,1.979037e-09,,3.755712e-10,5.194765e-09,7.4398219999999995e-09,,2.959049e-09,2.218282e-07,2.366273e-07,,2.828851e-08,4.053438e-06,7.588606999999999e-07,
239,B,2.0,6.659554000000001e-06,0.004688244,,,0.9966083,4.806656e-10,8.242497999999999e-09,1.173475e-08,,9.496869e-10,3.1371119999999995e-08,4.242873e-08,,7.838590999999999e-09,1.095767e-06,7.000648000000001e-07,,7.425997e-08,1.3512439999999999e-05,3.698317e-07,
240,B,2.0,4.067215e-06,0.004074513,,,0.9985719000000001,2.999025e-10,3.184902e-09,4.599569999999999e-09,,5.881079e-10,1.2177870000000001e-08,1.696278e-08,,4.7274629999999994e-09,4.756629e-07,4.0835050000000004e-07,,4.4795699999999997e-08,7.071951e-06,3.730623e-07,
241,B,2.0,4.120427e-06,0.003614526,,,0.9979924000000001,3.038954e-10,3.289225e-09,4.7724620000000005e-09,,5.964563e-10,1.2623120000000002e-08,1.774447e-08,,4.837488000000001e-09,5.101708e-07,4.738537e-07,,4.407033e-08,7.138897e-06,6.687666999999999e-07,
242,B,2.0,2.463485e-05,0.0075838830000000005,,,0.9912359000000001,1.883134e-09,1.0934280000000002e-07,1.4279689999999999e-07,,3.791404e-09,3.931917e-07,4.4491149999999997e-07,,3.145515e-08,7.458833e-06,3.734145e-08,,2.560717e-07,5.4554080000000005e-05,1.567415e-06,
243,B,2.0,4.246102e-05,0.009808335999999999,,,0.9899895000000001,3.273732e-09,2.9687359999999997e-07,3.4711659999999995e-07,,6.586015000000001e-09,9.785183000000001e-07,8.497717e-07,,5.445216e-08,1.607155e-05,5.140782000000001e-06,,4.4590350000000003e-07,8.888186e-05,9.77064e-06,
244,B,2.0,0.0001462285,0.01631089,,,0.9824453000000002,1.168192e-08,2.5780509999999996e-06,2.009468e-06,,2.312396e-08,6.410337e-06,1.7833959999999998e-06,,1.8317479999999999e-07,6.899126000000001e-05,1.795637e-05,,1.4470580000000002e-06,0.0003164452,1.99743e-05,
245,B,2.0,0.00014670729999999998,0.01742672,,,0.9834484,1.2009430000000002e-08,2.714282e-06,2.547546e-06,,2.362994e-08,6.7379319999999995e-06,2.789869e-06,,1.9493230000000002e-07,7.001935999999999e-05,5.814061000000001e-06,,1.697605e-06,0.0002964809,4.407949e-05,
246,B,2.0,0.0001332456,0.01541334,,,0.9825731,1.056166e-08,2.129781e-06,1.6256630000000002e-06,,2.0859679999999997e-08,5.325123e-06,1.060958e-06,,1.567211e-07,5.39687e-05,9.022171e-07,,1.287363e-06,0.00029254380000000004,1.5947579999999998e-05,
247,B,2.0,0.0001658708,0.02150113,,,0.9851116,1.33853e-08,3.21641e-06,4.245319e-06,,2.592302e-08,7.5400909999999996e-06,7.053307e-06,,2.0171110000000002e-07,6.624982e-05,2.228314e-05,,1.881472e-06,0.00036285099999999997,1.3342260000000002e-05,
248,B,2.0,0.0001668591,0.01759763,,,0.9839583000000001,1.35374e-08,3.02062e-06,1.651691e-06,,2.710454e-08,7.514058e-06,1.256322e-06,,2.198872e-07,8.477993e-05,1.6102330000000001e-06,,1.6844e-06,0.0003196413,4.574866e-05,
249,B,2.0,0.0001366693,0.01673396,,,0.9836485,1.114081e-08,2.42434e-06,2.255064e-06,,2.193923e-08,6.185553e-06,3.0679109999999996e-06,,1.6701420000000003e-07,6.0670930000000004e-05,1.156964e-06,,1.407082e-06,0.00029874830000000004,2.5641159999999998e-05,
250,B,2.0,2.549036e-05,0.007644471,,,0.9918063,1.9642679999999997e-09,1.198476e-07,1.643546e-07,,3.964823e-09,4.377733e-07,5.474664e-07,,3.1367509999999996e-08,7.738386e-06,7.207639000000001e-07,,2.563778e-07,5.4723619999999994e-05,1.6539140000000001e-06,
251,B,2.0,2.9165840000000004e-05,0.007894871,,,0.9907287,2.306613e-09,1.6076750000000001e-07,2.239378e-07,,4.668839e-09,5.878866999999999e-07,7.605899000000001e-07,,3.4467660000000005e-08,9.403072e-06,1.770225e-06,,2.90352e-07,6.470247e-05,4.929715e-06,
252,B,2.0,3.144894e-05,0.007886219,,,0.9906816999999999,2.398105e-09,1.7365829999999998e-07,2.236206e-07,,4.828409000000001e-09,6.113542e-07,6.696117999999999e-07,,3.875779e-08,9.711008000000001e-06,2.6472640000000003e-07,,3.267584e-07,7.104639e-05,1.1549439999999999e-06,
253,B,2.0,0.0001428584,0.017357,,,0.9830459999999999,1.175203e-08,2.805499e-06,3.690158e-06,,2.261412e-08,7.094255e-06,7.858252e-06,,1.678826e-07,5.2250479999999996e-05,1.7609690000000002e-06,,1.446302e-06,0.0003080287,3.920255000000001e-06,
254,B,2.0,0.000123743,0.0171571,,,0.984613,1.018624e-08,2.147859e-06,2.565598e-06,,1.997402e-08,5.7269650000000005e-06,4.856704e-06,,1.516134e-07,4.970598e-05,5.696723000000001e-07,,1.286235e-06,0.0002721682,4.3616049999999994e-05,
255,B,2.0,0.0001377968,0.01606284,,,0.9821145,1.135171e-08,2.6764569999999996e-06,3.272641e-06,,2.1858470000000004e-08,6.7935860000000005e-06,5.721848e-06,,1.6412710000000002e-07,5.233204000000001e-05,1.307086e-05,,1.376002e-06,0.0002832865,5.348536000000001e-06,
256,B,2.0,0.000135403,0.01648357,,,0.9821805,1.1057410000000001e-08,2.531191e-06,2.831204e-06,,2.147018e-08,6.556641e-06,4.485962e-06,,1.534265e-07,5.244769e-05,4.399578e-06,,1.3096129999999999e-06,0.0002954782,1.404991e-05,
257,B,2.0,3.952881e-05,0.009931376,,,0.9910962999999999,3.168143e-09,2.8911009999999997e-07,4.041141e-07,,6.410509e-09,1.023677e-06,1.325823e-06,,4.7820109999999996e-08,1.2581600000000002e-05,7.532979999999999e-09,,3.94947e-07,8.821231e-05,1.256562e-06,
